Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Type,Popularity,Capacity
Maldron Hotel Wexford,http://www.maldronhotels.com,+353(0)539172000,-6.514223,52.337483,Wexford,Wexford Town,Republic of Ireland,Hotel,1,95
Maol Reidh Hotel,https://www.maolreidh.com/,+353(0)9543844,-9.963605000000001,53.588480000000004,Galway,Renvyle,Republic of Ireland,Hotel,4,244
The Pilgrims Rest Hotel,http://www.thepilgrimsrest.com,+353(0)5852917,-7.848526,52.183215999999994,Waterford,Cappoquin,Republic of Ireland,Hotel,4,251
Radisson Blu Hotel Athlone,https://www.radathlone.com/,+353(0)906442600,-7.9413339999999994,53.424552,Westmeath,Athlone,Republic of Ireland,Hotel,4,82
Roganstown Hotel and Country Club,http://www.roganstown.com,+353(0)18433118,-6.271494000000001,53.487382,Dublin,Swords,Republic of Ireland,Hotel,2,270
Clifton Court Hotel,http://www.cliftoncourthotel.ie,+353(0)18743535,-6.257915000000001,53.348117,Dublin,Dublin City,Republic of Ireland,Hotel,1,42
Clayton Hotel Leopardstown,http://www.claytonhotelleopardstown.com,+353(0)12935000,-6.206053,53.271315,Dublin,Dublin 18,Republic of Ireland,Hotel,5,138
Fairhill House Hotel,http://www.fairhillhouse.com,+353(0)949546176,-9.364485,53.544422,Galway,Clonbur,Republic of Ireland,Hotel,4,278
Quality Hotel & Leisure Centre Youghal,http://www.qualityyoughal.com,+353(0)2493050,-7.872633,51.924996,Cork,Youghal,Republic of Ireland,Hotel,1,173
Osprey Hotel & Spa,http://www.ospreyhotel.ie,+353(0)45881111,-6.6704124689999995,53.21333027,Kildare,Naas,Republic of Ireland,Hotel,4,164
Downings Bay Hotel,http://www.downingsbayhotel.com,+353(0)749155586,-7.835622,55.194587,Donegal,Downings,Republic of Ireland,Hotel,5,363
Radisson Blu Hotel Letterkenny,https://www.radissonhotels.com/en-us/hotels/radisson-blu-letterkenny,+353(0)749194444,-7.733528,54.947010999999996,Donegal,Letterkenny,Republic of Ireland,Hotel,2,67
Mullingar Park Hotel,https://www.mullingarparkhotel.com/,+353(0)449337500,-7.303458999999999,53.522887,Westmeath,Mullingar,Republic of Ireland,Hotel,4,388
Grand Canal Hotel,http://www.grandcanalhotel.ie,+353(0)16461000,-6.237707,53.338026,Dublin,Dublin City,Republic of Ireland,Hotel,5,300
Errigal Country House Hotel,http://www.errigalhotel.com,+353(0)495556901,-7.102662,54.06511,Cavan,Cootehill,Republic of Ireland,Hotel,3,86
The Horse and Hound Inn Hotel,http://www.horseandhoundhotel.ie,+353(0)51428482,-6.837091,52.369398,Wexford,Foulksmills,Republic of Ireland,Hotel,4,330
Ashbourne House Hotel,http://www.ashbournehousehotel.com,+353(0)18358400,-6.3967540000000005,53.510912,Meath,Ashbourne,Republic of Ireland,Hotel,1,87
Dingle Bay Hotel,http://www.dinglebayhotel.com,+353(0)669151231,-10.273908,52.139533,Kerry,Dingle,Republic of Ireland,Hotel,3,169
Tara Hotel,http://www.tarahotel.ie,+353(0)749741700,-8.440952000000001,54.63685,Donegal,Killybegs,Republic of Ireland,Hotel,2,378
The Prince of Wales Hotel,http://www.theprinceofwales.ie,+353(0)906476666,-7.938442,53.423941000000006,Westmeath,Athlone,Republic of Ireland,Hotel,3,193
Abbey Hotel,http://www.abbeyhotelballyvourney.com,+353(0)2645324,-9.157983,51.939448999999996,Cork,Macroom,Republic of Ireland,Hotel,4,286
Malinbeg Hostel,http://www.malinbeghostel.com,+353(0)749730006,-8.729419105,54.70797339999999,Donegal,Glencolmcille,Republic of Ireland,Hostel,5,194
Connemara National Park Hostel – Letterfrack Lodge,http://www.connemaranationalpark.com,+353(0)868222447,-9.950832,53.554295999999994,Galway,Letterfrack,Republic of Ireland,Hostel,3,157
Beach Haven Hostel,http://www.beachhavenhouse.com/hostel_index.html,+353(0)51390208,-7.145386,52.165634999999995,Waterford,Tramore,Republic of Ireland,Hostel,3,56
Isaacs Hostel,http://www.isaacs.ie,+353(0)18556215,-6.253322,53.34998,Dublin,Dublin City,Republic of Ireland,Hostel,1,189
Doolin Hostel,http://www.doolinhostel.ie,+353(0)872820587,-9.392972,53.00165,Clare,Doolin,Republic of Ireland,Hostel,3,176
Fossa Holiday Hostel,http://www.fossacampingkillarney.com/hostel.html,+353(0)646631497,-9.587802,52.070847,Kerry,Killarney,Republic of Ireland,Hostel,2,46
Inishbofin Island Hostel,http://www.inishbofin-hostel.ie,+353(0)9545855,-10.198127000000001,53.615789,Galway,Inishbofin Island,Republic of Ireland,Hostel,3,84
Lahinch Hostel,http://www.lahinchhostel.ie,+353(0)858390890,-9.345951,52.931107,Clare,Lahinch,Republic of Ireland,Hostel,4,163
Corofin Village Hostel,http://www.corofincamping.com,+353(0)656837683,-9.065221000000001,52.945492,Clare,Corofin,Republic of Ireland,Hostel,4,34
Kenmare Failte Hostel,http://www.kenmarehostel.com,+353(0)877116092,-9.583366999999999,51.877851,Kerry,Kenmare,Republic of Ireland,Hostel,1,109
Dingle Gate Hostel,http://www.dinglegatehostel.com,+353(0)669157150,-10.028497999999999,52.160462,Kerry,Annascaul,Republic of Ireland,Hostel,2,95
Old Mill Holiday Hostel,http://www.oldmillhostel.com/,+353(0)9827045,-9.524102000000001,53.800414,Mayo,Westport,Republic of Ireland,Hostel,4,120
Neptune's Killarney Town Hostel,http://www.neptuneshostel.com,+353(0)646635255,-9.510667999999999,52.059490999999994,Kerry,Killarney,Republic of Ireland,Hostel,2,172
Cashel Holiday Hostel,http://www.cashelhostel.com,+353(0)6262330,-7.887697999999999,52.516000000000005,Tipperary,Cashel,Republic of Ireland,Hostel,4,141
Snoozles Hostel Quay Street,https://www.snoozleshostelgalway.ie/,+353(0)91568644,-9.054191000000001,53.271172,Galway,Galway City,Republic of Ireland,Hostel,4,167
The White House Hostel,http://www.hostelworld.com/hosteldetails.php/The-White-House-Hostel/Sligo/21624?gclid=,+353(0)719145160,-8.47376,54.273740000000004,Sligo,Sligo Town,Republic of Ireland,Hostel,5,71
Brú Radharc Na Mara Hostel,http://www.bruhostelaran.com,+353(0)9975024,-9.524872,53.066933,Galway,Aran Islands,Republic of Ireland,Hostel,5,96
Kinlay Hostel,http://www.kinlaygalway.ie,+353(0)91565244,-9.048882,53.27323199999999,Galway,Galway City,Republic of Ireland,Hostel,5,46
Old Monastery Hostel,http://www.oldmonasteryhostel.com,+353(0)872349543,-9.946109,53.551973,Galway,Letterfrack,Republic of Ireland,Hostel,3,127
Traditional Farm Hostel,http://www.farmhostel.com,+353(0)578734032,-7.477264583999999,52.91282717,Laois,Ballacolla,Republic of Ireland,Hostel,5,124
Clifden Town Hostel,http://www.clifdentownhostel.com/,+353(0)9521076,-10.021173,53.487526,Galway,Clifden,Republic of Ireland,Hostel,3,78
Russagh Mill Hostel and Adventure Centre,http://www.russaghmillhostel.com,+353(0)2822451,-9.248215,51.536625,Cork,Skibbereen,Republic of Ireland,Hostel,3,87
Flanagan's Village Hostel,http://www.flanaganshostel.com,+353(0)657074564,-9.36859,53.02226999999999,Clare,Doolin,Republic of Ireland,Hostel,2,106
Katie O'Connors Hostel,http://www.katieshostel.com,+353(0)659051133,-9.485678,52.637609,Clare,Kilrush,Republic of Ireland,Hostel,3,15
Sandrock Holiday Hostel,http://www.sandrockhostel.com,+353(0)749370289,-7.358433,55.361922,Donegal,Malin Head,Republic of Ireland,Hostel,4,39
Killarney Railway Hostel,http://www.killarneyhostel.com,+353(0)646635299,-9.503186,52.060525,Kerry,Killarney,Republic of Ireland,Hostel,2,174
The Abbey Court Hostel,http://www.abbey-court.com/,+353(0)18780700,-6.260383,53.347531999999994,Dublin,Dublin City,Republic of Ireland,Hostel,3,174
MEC Hostel,http://mechostel.com,+353(0)18730826,-6.260511,53.354575,Dublin,Dublin City,Republic of Ireland,Hostel,3,179
Lough Lannagh Lodge,http://www.loughlannagh.ie/,+353(0)949027111,-9.311807915,53.84914608,Mayo,Castlebar,Republic of Ireland,Self Catering,2,15
Hungry Hill Lodge,http://www.hungryhilllodgeandcampsite.com,+353(0)2760228,-9.725717,51.693921,Cork,Adrigole,Republic of Ireland,Self Catering,1,25
Lennon Lodge,http://www.lennonlodge.com,+353(0)74153382,-7.645469595,55.03699484,Donegal,Ramelton,Republic of Ireland,Self Catering,5,36
Slane Farm Hostel,http://www.slanefarmhostel.ie,+353(0)419884985,-6.572722,53.715807999999996,Meath,Slane,Republic of Ireland,Hostel,2,61
Kilkenny Tourist Hostel,http://www.kilkennyhostel.ie,+353(0)567763541,-7.25471,52.654872999999995,Kilkenny,Kilkenny City,Republic of Ireland,Hostel,1,41
Donegal Town Independent Hostel,http://www.donegaltownhostel.com,+353(0)749722805,-8.125953767999999,54.65619901,Donegal,Donegal Town,Republic of Ireland,Hostel,3,87
Sive Hostel,https://sive-hostel.business.site/,+353(0)669472717,-10.220842,51.948051,Kerry,Cahersiveen,Republic of Ireland,Hostel,2,35
Kilcommon Lodge,http://www.kilcommonlodge.ie,+353(0)9784621,-9.801228984,54.2660522,Mayo,Belmullet,Republic of Ireland,Self Catering,5,39
Aille River Hostel and Camping,http://www.ailleriverhosteldoolin.ie,+353(0)657074260,-9.378352,53.016554000000006,Clare,Doolin,Republic of Ireland,Hostel,2,44
Rainbow Hostel,http://www.rainbowhostel.net,+353(0)657074415,-9.370623,53.019764,Clare,Doolin,Republic of Ireland,Hostel,3,199
Derrylahan Independent Hostel,http://www.derrylahanhostel.ie,+353(0)749738079,-8.624406129,54.63562233,Donegal,Kilcar,Republic of Ireland,Hostel,1,90
Dempsey's Hostel,http://www.hostelkinsale.com,+353(0)214772124,-8.514567,51.708141,Cork,Kinsale,Republic of Ireland,Hostel,5,112
Killarney Lakeland Cottages,http://www.killarneycottages.com,+353(0)646633290,-9.481653,52.030964000000004,Kerry,Killarney,Republic of Ireland,Self Catering,2,26
Renvyle Thatched Cottages,http://www.connemara-thatched-cottages.ie,+353(0)9543464,-9.973527,53.594384,Galway,Renvyle,Republic of Ireland,Self Catering,1,27
Quilty Holiday Cottages,http://www.quiltycottages.com,+353(0)657087095,-9.443341319,52.83060004,Clare,Quilty,Republic of Ireland,Self Catering,4,31
Rectory Holiday Cottages,http://www.rectoryholidaycottages.com,+353(0)879077923,-8.439407000000001,54.930201000000004,Donegal,Dungloe,Republic of Ireland,Self Catering,3,22
Old Deanery Holiday Cottages,http://www.olddeanerycottages.com,+353(0)9632221,-9.220393,54.212835,Mayo,Killala,Republic of Ireland,Self Catering,4,29
Doonbeg Holiday Cottages,http://www.doonbegcottages.com,+353(0)659055233,-9.573852,52.745909999999995,Clare,Doonbeg,Republic of Ireland,Self Catering,4,20
Keel Holiday Cottages,http://www.mayoholidays.com,+353(0)949032054,-10.07831958,53.97402165,Mayo,Achill Island,Republic of Ireland,Self Catering,2,26
Dingle Marina Cottages,http://www.dinglecottages.com,+353(0)669150200,-10.281096,52.140331,Kerry,Dingle,Republic of Ireland,Self Catering,4,22
Coastal Holiday Cottages,http://www.kenmarecoastalholidaycottages.com/,+353(0)578660775,-9.602665,51.875463,Kerry,Kenmare,Republic of Ireland,Self Catering,2,15
Lough Lannagh Cottages,http://www.loughlannagh.ie,+353(0)949027111,-9.311813869,53.84913655,Mayo,Castlebar,Republic of Ireland,Self Catering,5,5
Durrus Rent an Irish Cottage,http://www.rentacottage.ie/self-catering/Cork/Durrus/Durrus_Holiday_Homes___3_Bed_(Type_B)-21.html,+353(0)61411109,-9.523073174,51.62163545,Cork,Bantry,Republic of Ireland,Self Catering,3,36
Dingle Harbour Cottages,http://www.tridentholidayhomes.ie/rentals/house-dingle-dingle-harbour-cottages-178108.html,+353(0)12018479,-10.280259,52.140487,Kerry,Dingle,Republic of Ireland,Self Catering,3,20
Ballyhoura Mountain Lodges,http://www.ballyhouramountainlodges.ie,+353(0)6391666,-8.471497,52.318984,Limerick,Kilfinnane,Republic of Ireland,Self Catering,1,19
Fairgreen Holiday Cottages,http://www.fairgreencottages.com,+353(0)749521247,-8.365927000000001,54.953188,Donegal,Dungloe,Republic of Ireland,Self Catering,3,24
The Grove Lodge Riverside Holiday Homes,http://www.tridentholidayhomes.ie/rentals/rentals-killorglin-d380553/,+353(0)12018479,-9.775843,52.102755,Kerry,Killorglin,Republic of Ireland,Self Catering,2,12
Upton Court Holiday Cottages,http://www.uptoncourt.ie/cottages,+353(0)539130128,-6.280268,52.517509,Wexford,Gorey,Republic of Ireland,Self Catering,5,23
Rookery Mews Apartments,http://www.killarney-selfcatering.com,+353(0)646633570,-9.493992,52.056666,Kerry,Killarney,Republic of Ireland,Self Catering,4,8
Isaacs Apartments,http://www.isaacscork.com,+353(0)214500011,-8.468088999999999,51.901594,Cork,Cork City,Republic of Ireland,Self Catering,5,6
Inchydoney Island Apartments,https://www.inchydoneyisland.com,+353(0)238833143,-8.862292,51.597367,Cork,Clonakilty,Republic of Ireland,Self Catering,3,5
The Gleneagle River Apartments,https://www.gleneaglehotel.com/en/self-catering-apartments-killarney/,+353(0)646636000,-9.502031,52.044391,Kerry,Killarney,Republic of Ireland,Self Catering,5,33
Glendalough International Youth Hostel,http://anoige.ie/hostels/our-hostel-guide/glendalough-international-hostel/,+353(0)40445342,-6.330241,53.011003,Wicklow,Glendalough,Republic of Ireland,Hostel,4,112
Black Valley Youth Hostel,http://www.blackvalleyhostel.com,+353(0)646634712,-9.652902000000001,51.986045000000004,Kerry,Killarney,Republic of Ireland,Hostel,2,24
Knockree Youth Hostel,http://anoige.ie/,+353(0)12767981,-6.211837,53.17841,Wicklow,Bray,Republic of Ireland,Hostel,4,167
Killarney International Youth Hostel,http://anoige.ie/Hostels/Our-Hostel-Guide/Killarney-International-Hostel.htm,+353(0)646631240,-9.53052,52.077837,Kerry,Killarney,Republic of Ireland,Hostel,5,57
Errigal Youth Hostel,https://www.facebook.com/errigalyouthhostel?ref=hlwww.facebook.com/errigalyouthhostel,+353(0)749531180,-8.140889999999999,55.0302,Donegal,Gweedore,Republic of Ireland,Hostel,5,74
Ben Lettery Youth Hostel,http://anoige.ie/hostels/our-hostel-guide/ben-lettery-connemara-hostel/,+353(0)18304555,-9.842964,53.470825,Galway,Clifden,Republic of Ireland,Hostel,3,17
Dublin International Youth Hostel,http://anoige.ie/Hostels/Our-Hostel-,+353(0)18301766,-6.2683480000000005,53.355939,Dublin,Dublin City,Republic of Ireland,Hostel,1,104
Radisson Blu Hotel and Spa Cork,http://www.radissonblu.ie/hotel-cork,+353(0)214297000,-8.358155,51.905424,Cork,Cork,Republic of Ireland,Hotel,4,184
Castleknock Hotel,http://www.castleknockhotel.com,+353(0)16406300,-6.389786,53.365970999999995,Dublin,Castleknock,Republic of Ireland,Hotel,4,60
Lahinch Golf & Leisure Hotel,http://www.lahinchgolfhotel.com,+353(0)657081100,-9.344837,52.93184399999999,Clare,Lahinch,Republic of Ireland,Hotel,5,271
Maldron Hotel Sandy Road Galway,http://www.maldronhotelsandyroadgalway.com,+353(0)91513200,-9.045080085,53.28592383,Galway,Galway City,Republic of Ireland,Hotel,4,147
Boffin Lodge,http://www.boffinlodge.com/,+353(0)9826092,-9.543022782000001,53.79845971,Mayo,Westport,Republic of Ireland,Self Catering,5,20
Clayton Hotel Cardiff Lane,http://www.claytonhotelcardifflane.com,+353(0)16439500,-6.24113,53.345259,Dublin,Dublin 2,Republic of Ireland,Hotel,1,386
Raheen Woods Hotel,http://www.raheenwoodshotel.ie,+353(0)91875888,-8.761728999999999,53.300658999999996,Galway,Athenry,Republic of Ireland,Hotel,1,49
Clayton Hotel Dublin Airport,https://www.claytonhoteldublinairport.com/,+353(0)18711000,-6.218040482,53.41191698,Dublin,Swords,Republic of Ireland,Hotel,4,241
Kilford Arms Hotel,http://www.kilfordarms.ie/,+353(0)567761018,-7.2475830000000006,52.654272,Kilkenny,Kilkenny,Republic of Ireland,Hotel,1,277
Laburnum Lodge,http://www.laburnum-lodge.com,+353(0)599151718,-6.751564,52.792274,Carlow,Tullow,Republic of Ireland,Self Catering,3,14
Tirconaill B&B,http://www.tirconaillhouse.com,+353(0)18407962,-6.2188989999999995,53.455746999999995,Dublin,Swords,Republic of Ireland,B & B,5,16
Hawthorn Lodge,http://hawthornlodgebelturbet.com,+353(0)499522371,-7.4681475310000005,54.06258894,Cavan,Belturbet,Republic of Ireland,Self Catering,2,17
Eonish Lodge,http://www.eonishlodge.com,+353(0)494334487,-7.449814,54.000464,Cavan,Killeshandra,Republic of Ireland,Self Catering,3,26
Seacoast Lodge,http://www.seacoastlodgefanore.com,+353(0)657076250,-9.297605,53.10078299999999,Clare,Ballyvaughan,Republic of Ireland,Self Catering,2,36
Dolmen Lodge,http://www.dolmenlodge.com,+353(0)657077202,-9.137068,53.111114,Clare,Ballyvaughan,Republic of Ireland,Self Catering,4,28
Briar Lodge,https://www.briarlodgebunratty.com/,+353(0)61363388,-8.822777,52.71225,Clare,Bunratty,Republic of Ireland,Self Catering,5,25
Lakefield Lodge,http://www.lakefieldlodgebandb.com,+353(0)656837675,-9.061977,52.939716000000004,Clare,Corofin,Republic of Ireland,Self Catering,1,39
Emohruo Bed & Breakfast,http://www.doolinholidays.com,+353(0)657074171,-9.401067999999999,52.992612,Clare,Doolin,Republic of Ireland,B & B,1,12
Nolans B&B,http://www.nolanskilkee.westclare.net,+353(0)659060100,-9.633197000000001,52.676716000000006,Clare,Kilkee,Republic of Ireland,B & B,4,19
Carramore Lodge,http://www.carramorelodge.net,+353(0)61376704,-8.432844000000001,52.801173,Clare,Killaloe,Republic of Ireland,Self Catering,5,19
Whitethorn Lodge,http://www.whitethornlodge.ie,+353(0)61375257,-8.435652000000001,52.818093000000005,Clare,Killaloe,Republic of Ireland,Self Catering,1,12
Sunrise Bed & Breakfast,http://www.sunrisebandb.com,+353(0)61927343,-8.429078,52.935199,Clare,Mountshannon,Republic of Ireland,B & B,2,8
Clonmore Lodge,http://www.clonmorelodge.com,+353(0)657087020,-9.455001,52.799763,Clare,Quilty,Republic of Ireland,Self Catering,1,31
Airport Manor B&B,http://www.airportmanorbandb.com,+353(0)61363010,-8.867175999999999,52.71347900000001,Clare,Shannon Town,Republic of Ireland,B & B,1,10
Moloneys B&B,,+353(0)61364185,-8.874182000000001,52.705564,Clare,Shannon Town,Republic of Ireland,B & B,3,7
Sea Mount B&B,http://www.seamountfarm.com,+353(0)2761226,-9.624338,51.633241,Cork,Bantry,Republic of Ireland,B & B,3,4
Chestnut Lodge,http://www.chestnutlodge.ie,+353(0)214371382,-8.397366,51.832107,Cork,Carrigaline,Republic of Ireland,Self Catering,1,4
Tudor Lodge,http://www.tudorlodgecork.com,+353(0)238833046,-8.889478,51.625522,Cork,Clonakilty,Republic of Ireland,Self Catering,3,31
Melrose Bed & Breakfast,http://www.melrosewestcork.com,+353(0)238833956,-8.908599,51.617508,Cork,Clonakilty,Republic of Ireland,B & B,3,10
Macliam Lodge,http://www.macliamlodge.com,+353(0)238835195,-8.901094,51.621155,Cork,Clonakilty,Republic of Ireland,Self Catering,4,4
Oaklands B&B,http://corkaccommodation.ie/accommodation/oaklands/,+353(0)214500578,-8.456602,51.90229,Cork,Cork City,Republic of Ireland,B & B,2,13
Weston House B&B,http://www.westonhouse.ie,+353(0)2645097,-9.171422976,51.94599792,Cork,Ballyvourney,Republic of Ireland,B & B,2,4
Annabella Lodge,http://www.annabellalodge.com,+353(0)2243991,-8.656099758,52.1380667,Cork,Mallow,Republic of Ireland,Self Catering,3,23
Shearwater Country House B&B,http://shearwaterbandb.com/,+353(0)2833178,-9.130571356,51.55812457,Cork,Skibbereen,Republic of Ireland,B & B,5,14
PK Lodge,http://www.pklodgeskibbereen.com,+353(0)2821749,-9.239134,51.560277,Cork,Skibbereen,Republic of Ireland,Self Catering,5,16
Coolbawn Lodge Farmhouse,http://www.coolbawnlodge.com,+353(0)2838166,-9.332825999999999,51.589705,Cork,Skibbereen,Republic of Ireland,Self Catering,5,18
Lis-Ardagh Lodge,http://www.lis-ardaghlodge.com,+353(0)2834951,-9.150217999999999,51.56235,Cork,Union Hall,Republic of Ireland,Self Catering,3,4
The Cove Lodge,http://www.thecovelodgebandb.com,+353(0)749722302,-8.105285,54.632066,Donegal,Donegal Town,Republic of Ireland,Self Catering,5,8
Ros-earl B&B,http://www.booking.com/hotel/ie/rosearl-b-amp-b.en-gb.html?,+353(0)749721462,-8.109945,54.64860600000001,Donegal,Donegal Town,Republic of Ireland,B & B,5,17
Brennan's B&B,http://www.brennansbnb.com,+353(0)749551235,-8.282142,54.796293999999996,Donegal,Glenties,Republic of Ireland,B & B,5,17
Hollycrest Lodge,http://www.littleireland.ie/hollycrestlodge,+353(0)749731470,-8.422672,54.652401,Donegal,Killybegs,Republic of Ireland,Self Catering,3,5
White park B&B,http://www.accommodationletterkenny.com,+353(0)749124067,-7.709142,54.953355,Donegal,Letterkenny,Republic of Ireland,B & B,3,18
Oak Lodge,http://www.oaklodge.ie,+353(0)16606096,-6.240227,53.327199,Dublin,Ballsbridge,Republic of Ireland,Self Catering,1,28
